Año,País,Valor
2019,POL,10.979
2020,POL,11.117
2021,POL,11.252
2022,POL,11.498
2023,POL,11.685
2019,KOR,4.101
2020,KOR,5.031
2021,KOR,5.395
2022,KOR,5.073
2023,KOR,5.19
2019,FIN,16.459
2020,FIN,15.715
2021,FIN,16.279
2022,FIN,15.648
2023,FIN,16.139
2019,FRA,11.434
2020,FRA,11.641
2021,FRA,11.81
2022,FRA,11.789
2023,FRA,11.739
2019,ITA,11.223
2020,ITA,11.202
2021,ITA,9.907
2022,ITA,10.161
2023,ITA,10.279
2019,CZE,10.466
2020,CZE,11.431
2021,CZE,11.147
2022,CZE,11.635
2023,CZE,8.939
2019,G7,0.322
2020,G7,0.342
2021,G7,0.341
2022,G7,0.325
2023,G7,0.354
2019,TUR,0.812
2020,TUR,0.802
2021,TUR,0.826
2022,TUR,0.842
2023,TUR,0.895
2019,BGR,0.668
2020,BGR,0.503
2021,BGR,0.493
2022,BGR,0.468
2023,BGR,0.418
2019,EU19OECD,0.066
2020,EU19OECD,0.082
2021,EU19OECD,0.093
2022,EU19OECD,0.113
2023,EU19OECD,0.12
2019,BRA,8.887
2020,BRA,9.026
2021,BRA,9.103
2022,BRA,8.872
2023,BRA,8.966
2019,MLT,6.788
2020,MLT,6.639
2021,MLT,6.645
2022,MLT,6.625
2023,MLT,6.604
2019,ZAF,9.668
2020,ZAF,10.313
2021,ZAF,10.526
2022,ZAF,10.442
2023,ZAF,11.153
2019,EU19OECD,8.334
2020,EU19OECD,8.253
2021,EU19OECD,8.226
2022,EU19OECD,8.165
2023,EU19OECD,8.112
2019,MKD,18.509
2020,MKD,15.733
2019,E,12.3949983189171
2020,E,12.3528909302042
2021,E,12.1820121146789
2022,E,12.0476653976818
2019,KOR,7.356
2020,KOR,7.325
2021,KOR,7.34
2022,KOR,7.463
2023,KOR,7.614
2019,LVA,8.555
2020,LVA,8.501
2021,LVA,8.541
2022,LVA,8.642
2023,LVA,8.897
2019,GBR,3.404
2020,GBR,2.95
2021,GBR,2.852
2022,GBR,3.407
2023,GBR,3.313
2019,USA,10.017
2020,USA,10.115
2021,USA,10.101
2022,USA,10.153
2023,USA,9.967
2019,AUT,12.11
2020,AUT,11.885
2021,AUT,11.875
2022,AUT,12.059
2023,AUT,11.9
2019,BEL,4.161
2020,BEL,3.333
2021,BEL,4.397
2022,BEL,5.332
2023,BEL,4.324
2019,ZAF,12.434
2020,ZAF,12.356
2021,ZAF,12.252
2022,ZAF,12.113
2023,ZAF,11.938
2019,ZAF,0.447
2020,ZAF,0.354
2021,ZAF,0.396
2022,ZAF,0.432
2023,ZAF,0.472
2019,SVK,9.662
2020,SVK,9.445
2021,SVK,9.265
2022,SVK,9.13
2023,SVK,8.953
2019,MEX,4.333
2020,MEX,4.421
2021,MEX,4.441
2022,MEX,4.457
2023,MEX,4.615
2019,NLD,10.973
2020,NLD,10.564
2021,NLD,9.988
2022,NLD,9.421
2023,NLD,9.03
2019,CHL,1.278
2020,CHL,1.027
2021,CHL,0.885
2022,CHL,1.113
2023,CHL,1.181
2019,JPN,10.606
2020,JPN,10.526
2021,JPN,8.974
2022,JPN,9.859
2023,JPN,8.219
2021,EST,0.396
2022,EST,0.379
2023,EST,0.636
2019,CZE,7.496
2020,CZE,7.176
2021,CZE,6.871
2022,CZE,6.738
2023,CZE,7.072
2019,ARG,0.37
2020,ARG,0.306
2021,ARG,0.289
2019,CYP,14.165
2020,CYP,14.873
2021,CYP,14.328
2022,CYP,13.682
2023,CYP,13.871
2019,IND,7.964
2020,IND,8.776
2021,IND,8.788
2022,IND,8.691
2023,IND,9.015
2019,SWE,10.802
2020,SWE,10.948
2021,SWE,10.945
2022,SWE,11.281
2023,SWE,11.6
2019,GBR,8.549
2020,GBR,8.585
2021,GBR,8.649
2022,GBR,9.378
2023,GBR,9.444
2019,CRI,6.381
2020,CRI,7.034
2021,CRI,6.765
2022,CRI,7.158
2023,CRI,7.233
2019,DEU,10.673
2020,DEU,10.465
2021,DEU,10.745
2022,DEU,10.83
2023,DEU,10.833
2019,MEX,0.096
2020,MEX,0.074
2021,MEX,0.072
2022,MEX,0.066
2023,MEX,0.053
2019,LUX,0.181
2020,LUX,0.31
2021,LUX,0.115
2022,LUX,0.725
2023,LUX,0.793
2019,KOR,7.076
2020,KOR,6.943
2021,KOR,6.766
2022,KOR,6.46
2023,KOR,6.105
2019,CZE,9.69
2020,CZE,10.059
2021,CZE,10.306
2022,CZE,10.655
2023,CZE,10.481
2019,LUX,9.214
2020,LUX,11.286
2021,LUX,10.47
2022,LUX,7.432
2023,LUX,6.831
2019,GRC,0.601
2020,GRC,0.512
2021,GRC,0.743
2022,GRC,0.712
2023,GRC,1.058
2019,BEL,12.686
2020,BEL,12.895
2021,BEL,12.497
2022,BEL,12.416
2023,BEL,12.259
2019,DEU,0.217
2020,DEU,0.214
2021,DEU,0.223
2022,DEU,0.223
2023,DEU,0.244
2019,HUN,3.296
2020,HUN,3.33
2021,HUN,3.236
2022,HUN,5.645
2023,HUN,5.61
2019,ZAF,0.922
2020,ZAF,0.899
2021,ZAF,0.878
2022,ZAF,0.839
2023,ZAF,0.89
2019,MEX,9.235
2020,MEX,9.372
2021,MEX,9.094
2022,MEX,9.043
2023,MEX,9.251
2019,IRL,7.269
2020,IRL,7.211
2021,IRL,7.077
2022,IRL,7.213
2023,IRL,7.191
2019,CAN,2.36
2020,CAN,2.812
2021,CAN,3.603
2022,CAN,3.128
2023,CAN,2.721
2019,SVN,6.43
2020,SVN,6.35
2021,SVN,5.358
2022,SVN,5.378
2023,SVN,5.529
2019,TUR,5.484
2020,TUR,5.562
2021,TUR,5.841
2022,TUR,5.845
2023,TUR,5.917
2019,SWE,8.585
2020,SWE,7.829
2021,SWE,6.505
2022,SWE,7.0
2023,SWE,7.614
2019,KOR,2.95
2020,KOR,3.291
2021,KOR,3.43
2022,KOR,3.575
2023,KOR,3.943
2019,MEX,10.912
2020,MEX,10.935
2021,MEX,11.035
2022,MEX,10.854
2023,MEX,10.688
2019,ISR,10.33
2020,ISR,10.137
2021,ISR,9.668
2022,ISR,9.876
2023,ISR,10.36
2019,DEU,14.344
2020,DEU,13.57
2021,DEU,13.001
2022,DEU,12.494
2023,DEU,11.889
2019,ZAF,5.525
2020,ZAF,5.797
2021,ZAF,5.618
2022,ZAF,5.365
2023,ZAF,5.393
2019,IDN,11.064
2019,BGR,0.448
2020,BGR,0.167
2021,BGR,0.234
2022,BGR,0.155
2023,BGR,0.376
2019,KOR,9.738
2020,KOR,9.468
2021,KOR,9.091
2022,KOR,8.726
2023,KOR,8.406
2019,SVN,0.956
2020,SVN,0.685
2021,SVN,0.957
2022,SVN,1.079
2023,SVN,1.274
2019,HUN,10.463
2020,HUN,11.296
2021,HUN,10.251
2022,HUN,11.07
2023,HUN,11.227
2019,NLD,8.457
2020,NLD,8.499
2021,NLD,8.581
2022,NLD,8.493
2023,NLD,8.398
2019,PRT,15.283
2020,PRT,17.508
2021,PRT,18.985
2022,PRT,15.471
2023,PRT,16.999
2019,USA,10.005
2020,USA,10.023
2021,USA,10.134
2022,USA,10.07
2023,USA,9.866
2019,FIN,7.079
2020,FIN,7.178
2021,FIN,8.253
2022,FIN,8.369
2023,FIN,8.612
2019,IRL,13.953
2020,IRL,13.396
2021,IRL,12.71
2022,IRL,12.109
2023,IRL,11.738
2019,G7,5.75
2020,G7,6.038
2021,G7,6.257
2022,G7,6.279
2023,G7,6.158
2019,IND,13.639
2020,IND,13.25
2021,IND,13.393
2022,IND,13.437
2023,IND,14.432
2019,IND,8.626
2020,IND,8.834
2021,IND,8.878
2022,IND,8.525
2023,IND,8.296
2019,BGR,7.963
2020,BGR,7.929
2021,BGR,7.811
2022,BGR,8.006
2023,BGR,7.95
2019,CAN,8.802
2020,CAN,8.664
2021,CAN,8.446
2022,CAN,8.114
2023,CAN,7.676
2019,FIN,7.672
2020,FIN,7.792
2021,FIN,8.699
2022,FIN,8.703
2023,FIN,8.602
2019,COL,2.187
2020,COL,2.125
2021,COL,2.065
2022,COL,2.135
2023,COL,2.224
2019,BGR,7.877
2020,BGR,8.178
2021,BGR,8.198
2022,BGR,9.239
2023,BGR,9.338
2019,ROU,5.738
2020,ROU,6.298
2021,ROU,6.144
2022,ROU,5.671
2023,ROU,8.853
2019,HUN,9.23
2020,HUN,8.94
2021,HUN,8.773
2022,HUN,8.708
2023,HUN,8.751
2019,GBR,1.013
2020,GBR,0.928
2021,GBR,0.932
2022,GBR,0.938
2023,GBR,0.971
2019,CZE,7.729
2020,CZE,7.477
2021,CZE,7.074
2022,CZE,6.747
2023,CZE,6.647
2019,JPN,3.68
2020,JPN,4.009
2021,JPN,4.295
2022,JPN,4.296
2023,JPN,4.066
2019,EU27,3.346
2020,EU27,3.403
2021,EU27,1.985
2022,EU27,2.036
2023,EU27,2.051
2019,OECD,1.49
2020,OECD,1.544
2021,OECD,1.562
2022,OECD,1.58
2023,OECD,1.606
2019,E,12.5061665124426
2020,E,12.5810206155474
2021,E,12.568035099666
2022,E,12.5243512046992
2019,BGR,11.261
2020,BGR,9.831
2021,BGR,11.385
2022,BGR,9.338
2023,BGR,8.688
2019,RUS,11.099
2020,RUS,10.855
2021,RUS,10.692
2022,RUS,10.998
2019,EU19OECD,12.917
2020,EU19OECD,12.702
2021,EU19OECD,12.475
2022,EU19OECD,12.254
2023,EU19OECD,12.081
2019,HRV,13.492
2020,HRV,14.148
2021,HRV,14.169
2022,HRV,14.012
2023,HRV,14.436
2019,EU27,5.957
2020,EU27,6.059
2021,EU27,6.202
2022,EU27,7.112
2023,EU27,7.489
2019,E,0.163363539134961
2020,E,0.151220571633506
2021,E,0.135707389209502
2022,E,0.146086261836819
2019,KOR,1.372
2020,KOR,1.682
2021,KOR,2.428
2022,KOR,2.704
2023,KOR,2.837
2019,SWE,11.797
2020,SWE,11.68
2021,SWE,11.527
2022,SWE,11.166
2023,SWE,11.009
2019,RUS,13.911
2020,RUS,14.33
2021,RUS,14.705
2022,RUS,15.002
2019,MLT,9.178
2020,MLT,5.861
2021,MLT,5.831
2022,MLT,2.646
2023,MLT,3.517
2019,OECD,0.223
2020,OECD,0.229
2021,OECD,0.228
2022,OECD,0.221
2023,OECD,0.24
2019,NLD,9.592
2020,NLD,7.628
2021,NLD,7.902
2022,NLD,5.316
2023,NLD,5.212
2019,CHL,0.757
2020,CHL,0.575
2021,CHL,0.535
2022,CHL,0.62
2023,CHL,0.65
2019,CHE,0.834
2020,CHE,0.863
2021,CHE,0.815
2022,CHE,0.647
2023,CHE,0.714
2019,TUR,10.935
2020,TUR,11.167
2021,TUR,9.86
2022,TUR,9.496
2023,TUR,9.688
2019,NOR,8.095
2020,NOR,7.924
2021,NOR,6.102
2022,NOR,5.651
2023,NOR,4.734
2019,CRI,12.441
2020,CRI,11.529
2021,CRI,11.138
2022,CRI,11.775
2023,CRI,11.509
2019,POL,7.602
2020,POL,7.311
2021,POL,7.113
2022,POL,6.978
2023,POL,6.915
2019,NZL,9.435
2020,NZL,9.377
2021,NZL,9.511
2022,NZL,9.646
2023,NZL,9.758
2019,USA,0.432744320230797
2020,USA,0.444162436548223
2021,USA,0.227963525835866
2022,USA,0.252070579762333
2019,EU19OECD,12.567
2020,EU19OECD,12.557
2021,EU19OECD,12.516
2022,EU19OECD,12.361
2023,EU19OECD,12.173
2019,CYP,10.582
2020,CYP,10.341
2021,CYP,10.475
2022,CYP,10.4
2023,CYP,10.178
2019,ITA,0.79
2020,ITA,0.69
2021,ITA,0.719
2022,ITA,0.767
2023,ITA,0.804
2019,MEX,5.992
2020,MEX,5.6
2021,MEX,5.796
2022,MEX,5.529
2023,MEX,5.405
2019,SVK,12.57
2020,SVK,12.195
2021,SVK,11.739
2022,SVK,11.595
2023,SVK,11.92
2019,ISL,9.845
2020,ISL,10.296
2021,ISL,10.707
2022,ISL,11.27
2023,ISL,11.324
2019,FIN,13.946
2020,FIN,14.025
2021,FIN,10.976
2022,FIN,10.085
2023,FIN,13.076
2019,ZAF,16.524
2020,ZAF,16.993
2021,ZAF,16.798
2022,ZAF,16.095
2023,ZAF,16.231
2019,CHE,7.492
2020,CHE,9.295
2021,CHE,10.044
2022,CHE,10.255
2023,CHE,9.12
2019,PRT,4.829
2020,PRT,3.735
2021,PRT,3.879
2022,PRT,5.105
2023,PRT,5.483
2019,ISR,9.297
2020,ISR,7.312
2021,ISR,6.436
2022,ISR,9.069
2023,ISR,7.496
2019,NZL,9.165
2020,NZL,9.194
2021,NZL,9.112
2022,NZL,8.966
2023,NZL,8.592
2019,AUS,8.685
2020,AUS,8.828
2021,AUS,8.703
2022,AUS,8.504
2023,AUS,8.181
2019,OECD,9.121
2020,OECD,9.106
2021,OECD,9.263
2022,OECD,9.183
2023,OECD,8.995
2019,ROU,1.513
2020,ROU,1.379
2021,ROU,1.08
2022,ROU,1.111
2023,ROU,1.105
2019,CYP,9.25
2020,CYP,9.492
2021,CYP,9.458
2022,CYP,9.353
2023,CYP,9.493
2019,EU19OECD,5.96
2020,EU19OECD,6.027
2021,EU19OECD,5.99
2022,EU19OECD,6.017
2023,EU19OECD,6.042
2019,BGR,6.851
2020,BGR,6.38
2021,BGR,6.028
2022,BGR,5.204
2023,BGR,4.978
2019,ISL,9.02
2020,ISL,8.785
2021,ISL,8.583
2022,ISL,8.471
2023,ISL,8.406
2019,G7,10.642
2020,G7,10.609
2021,G7,10.592
2022,G7,10.66
2023,G7,10.626
2019,NOR,6.788
2020,NOR,6.808
2021,NOR,7.187
2022,NOR,7.018
2023,NOR,7.006
2019,KOR,7.739
2020,KOR,8.06
2021,KOR,7.528
2022,KOR,6.302
2023,KOR,8.443
2019,LTU,0.863
2020,LTU,0.907
2021,LTU,0.954
2022,LTU,0.961
2023,LTU,0.89
2019,NLD,8.934
2020,NLD,8.886
2021,NLD,8.869
2022,NLD,8.721
2023,NLD,8.473
2019,PRT,9.097
2020,PRT,8.866
2021,PRT,8.628
2022,PRT,8.357
2023,PRT,8.108
2019,NOR,1.336
2020,NOR,1.678
2021,NOR,1.279
2022,NOR,1.073
2023,NOR,0.79
2019,IDN,12.05
2019,DNK,14.823
2020,DNK,13.765
2021,DNK,14.479
2022,DNK,16.955
2023,DNK,18.12
2019,SVN,11.755
2020,SVN,11.248
2021,SVN,10.895
2022,SVN,10.726
2023,SVN,10.49
2019,SVN,8.709
2020,SVN,8.566
2021,SVN,8.555
2022,SVN,8.899
2023,SVN,8.831
2019,ISR,15.239
2020,ISR,16.134
2021,ISR,14.872
2022,ISR,17.744
2023,ISR,17.699
2019,SVN,3.774
2020,SVN,4.681
2021,SVN,4.894
2022,SVN,4.795
2023,SVN,5.117
2019,DEU,10.969
2020,DEU,11.6
2021,DEU,11.702
2022,DEU,11.418
2023,DEU,11.285
2019,NOR,0.139
2020,NOR,0.059
2021,NOR,0.203
2022,NOR,0.094
2023,NOR,0.291
2019,HRV,7.112
2020,HRV,8.776
2021,HRV,6.953
2022,HRV,8.822
2023,HRV,8.93
2019,IND,1.12
2020,IND,1.106
2021,IND,1.174
2022,IND,1.252
2023,IND,1.209
2019,NOR,7.682
2020,NOR,7.601
2021,NOR,7.049
2022,NOR,7.186
2023,NOR,7.064
2019,SVN,14.395
2020,SVN,14.208
2021,SVN,14.056
2022,SVN,13.489
2023,SVN,13.401
2019,GBR,7.018
2020,GBR,6.158
2021,GBR,7.601
2022,GBR,6.838
2023,GBR,6.81
2021,SVN,0.257
2022,SVN,0.793
2023,SVN,0.68
2019,ESP,8.425
2020,ESP,8.553
2021,ESP,8.622
2022,ESP,8.726
2023,ESP,8.776
2019,AUT,0.388
2020,AUT,1.257
2021,AUT,1.104
2022,AUT,0.453
2023,AUT,0.985
2019,IDN,12.41
2019,MEX,10.341
2020,MEX,12.264
2021,MEX,11.19
2022,MEX,11.104
2023,MEX,11.3
2019,HUN,11.019
2020,HUN,10.899
2021,HUN,10.375
2022,HUN,9.994
2023,HUN,9.753
2019,CHL,8.314
2020,CHL,8.216
2021,CHL,8.115
2022,CHL,7.924
2023,CHL,8.106
2019,CHL,19.346
2020,CHL,19.365
2021,CHL,18.361
2022,CHL,17.518
2023,CHL,16.406
2019,NZL,9.888
2020,NZL,9.976
2021,NZL,9.737
2022,NZL,9.415
2023,NZL,9.326
2019,CRI,9.846
2020,CRI,10.635
2021,CRI,10.21
2022,CRI,10.749
2023,CRI,10.332
2019,TUR,0.552
2020,TUR,0.522
2021,TUR,0.587
2022,TUR,0.619
2023,TUR,0.659
2019,ARG,1.46
2020,ARG,1.102
2021,ARG,1.195
2019,BRA,13.885
2020,BRA,13.998
2021,BRA,13.669
2022,BRA,13.434
2023,BRA,13.102
2019,ROU,1.739
2020,ROU,1.672
2021,ROU,0.9
2022,ROU,0.795
2023,ROU,0.892
2019,EU19OECD,5.702
2020,EU19OECD,5.636
2021,EU19OECD,5.636
2022,EU19OECD,5.669
2023,EU19OECD,5.695
2019,LVA,10.906
2020,LVA,12.361
2021,LVA,12.589
2022,LVA,10.319
2023,LVA,9.629
2019,OECD,11.444
2020,OECD,11.469
2021,OECD,11.365
2022,OECD,11.243
2023,OECD,11.183
2019,CYP,8.134
2020,CYP,7.751
2021,CYP,6.429
2022,CYP,7.018
2023,CYP,8.497
2019,ARG,12.49
2020,ARG,14.072
2021,ARG,12.533
2022,ARG,12.845
2023,ARG,13.224
2019,BRA,10.254
2020,BRA,10.139
2021,BRA,10.053
2022,BRA,10.008
2023,BRA,9.965
2019,CHE,12.238
2020,CHE,12.078
2021,CHE,11.794
2022,CHE,11.47
2023,CHE,11.152
2019,FIN,5.917
2020,FIN,6.318
2021,FIN,7.523
2022,FIN,8.473
2023,FIN,6.797
2019,DNK,1.326
2020,DNK,1.363
2021,DNK,1.087
2022,DNK,1.172
2023,DNK,1.389
2019,SVK,10.934
2020,SVK,11.104
2021,SVK,12.877
2022,SVK,12.164
2023,SVK,11.707
2019,DEU,9.496
2020,DEU,9.296
2021,DEU,9.207
2022,DEU,9.325
2023,DEU,9.502
2019,CHE,6.207387257529
2020,CHE,6.3006395250605
2021,CHE,6.32859045672629
2022,CHE,6.463346935859
2019,OECD,11.327
2020,OECD,11.403
2021,OECD,11.367
2022,OECD,11.344
2023,OECD,11.253
2019,E,12.4355270332198
2020,E,12.163492715536
2021,E,11.7526431070566
2022,E,11.3797256903134
2019,NLD,8.607
2020,NLD,8.29
2021,NLD,8.593
2022,NLD,9.004
2023,NLD,9.253
2019,LUX,8.307
2020,LUX,8.425
2021,LUX,8.586
2022,LUX,8.62
2023,LUX,8.579
2019,G7,8.134
2020,G7,8.148
2021,G7,8.092
2022,G7,8.05
2023,G7,7.93
2019,ISL,9.969
2020,ISL,10.219
2021,ISL,10.081
2022,ISL,9.945
2023,ISL,9.479
2019,LVA,0.941
2020,LVA,0.642
2021,LVA,0.671
2022,LVA,0.918
2023,LVA,0.766
2019,FIN,5.154
2020,FIN,6.036
2021,FIN,6.832
2022,FIN,9.031
2023,FIN,6.686
2019,LTU,0.422
2020,LTU,0.455
2021,LTU,0.313
2022,LTU,0.335
2023,LTU,0.342
2019,CAN,10.116
2020,CAN,10.452
2021,CAN,10.038
2022,CAN,9.531
2023,CAN,9.288
2019,ITA,9.013
2020,ITA,8.947
2021,ITA,8.861
2022,ITA,8.703
2023,ITA,8.501
2019,GBR,7.955
2020,GBR,7.816
2021,GBR,7.622
2022,GBR,7.622
2023,GBR,7.621
2019,IRL,10.041
2020,IRL,10.65
2021,IRL,10.382
2022,IRL,10.374
2023,IRL,10.61
2019,NLD,6.919
2020,NLD,7.511
2021,NLD,6.815
2022,NLD,5.793
2023,NLD,5.99
2021,LVA,0.143159009776306
2022,LVA,0.118365480760604
2019,EST,9.927
2020,EST,10.325
2021,EST,10.596
2022,EST,10.737
2023,EST,10.821
2021,DNK,0.461
2022,DNK,0.534
2023,DNK,0.325
2019,AUT,8.82
2020,AUT,8.989
2021,AUT,9.093
2022,AUT,9.098
2023,AUT,9.069
2019,DEU,6.025
2020,DEU,7.256
2021,DEU,6.846
2022,DEU,7.64
2023,DEU,6.66
2019,PRT,7.776
2020,PRT,7.854
2021,PRT,8.026
2022,PRT,8.14
2023,PRT,8.234
2019,HRV,10.835
2020,HRV,10.753
2021,HRV,11.127
2022,HRV,11.063
2023,HRV,10.489
2019,EU27,0.146
2020,EU27,0.137
2021,EU27,0.174
2022,EU27,0.182
2023,EU27,0.187
2019,FRA,0.481
2020,FRA,0.433
2021,FRA,0.716
2022,FRA,0.924
2023,FRA,0.658
2019,ISR,6.149
2020,ISR,6.349
2021,ISR,6.33
2022,ISR,6.188
2023,ISR,6.109
2019,AUT,11.457
2020,AUT,11.692
2021,AUT,11.491
2022,AUT,11.819
2023,AUT,12.118
2019,NOR,6.16
2020,NOR,6.196
2021,NOR,5.716
2022,NOR,5.722
2023,NOR,5.686
2019,MKD,13.557
2020,MKD,13.89
2019,MKD,8.215
2020,MKD,8.15
2019,ZAF,0.886
2020,ZAF,0.905
2021,ZAF,0.9
2022,ZAF,0.782
2023,ZAF,0.932
2019,EU22OECD,8.185
2020,EU22OECD,8.035
2021,EU22OECD,8.018
2022,EU22OECD,7.937
2023,EU22OECD,7.915
2019,NZL,8.816
2020,NZL,9.049
2021,NZL,9.234
2022,NZL,9.318
2023,NZL,9.427
2019,MEX,12.799
2020,MEX,9.01
2021,MEX,10.394
2022,MEX,10.012
2023,MEX,11.056
2019,ISR,6.181
2020,ISR,7.135
2021,ISR,7.745
2022,ISR,5.46
2023,ISR,7.388
2019,CZE,14.227
2020,CZE,15.129
2021,CZE,15.898
2022,CZE,16.302
2023,CZE,16.219
2019,BEL,7.09
2020,BEL,7.304
2021,BEL,6.037
2022,BEL,5.318
2023,BEL,5.272
2019,G7,8.299
2020,G7,8.084
2021,G7,7.894
2022,G7,7.797
2023,G7,7.707
2019,USA,0.461057742284621
2020,USA,0.462853516815767
2021,USA,0.44106152529125
2022,USA,0.38713211796573
2019,MLT,4.25
2020,MLT,4.742
2021,MLT,4.174
2022,MLT,3.927
2023,MLT,4.387
2019,PRT,6.513
2020,PRT,6.057
2021,PRT,6.3
2022,PRT,6.231
2023,PRT,6.684
2019,POL,13.653
2020,POL,13.385
2021,POL,12.954
2022,POL,12.576
2023,POL,12.433
2019,BGR,3.699
2020,BGR,3.377
2021,BGR,3.06
2022,BGR,3.338
2023,BGR,3.388
2019,CHL,4.056
2020,CHL,3.776
2021,CHL,3.724
2022,CHL,3.847
2023,CHL,4.059
2019,EU19OECD,0.491
2020,EU19OECD,0.527
2021,EU19OECD,0.534
2022,EU19OECD,0.565
2023,EU19OECD,0.596
2019,EU19OECD,10.892
2020,EU19OECD,11.027
2021,EU19OECD,11.042
2022,EU19OECD,10.886
2023,EU19OECD,10.827
2019,EU22OECD,0.162
2020,EU22OECD,0.153
2021,EU22OECD,0.194
2022,EU22OECD,0.199
2023,EU22OECD,0.204
2019,BEL,10.988
2020,BEL,9.459
2021,BEL,9.797
2022,BEL,10.095
2023,BEL,8.524
2019,LTU,7.753
2020,LTU,9.091
2021,LTU,11.339
2022,LTU,11.46
2023,LTU,10.775
2019,AUS,7.567
2020,AUS,7.529
2021,AUS,7.414
2022,AUS,7.224
2023,AUS,6.998
2019,POL,0.0602970816972059
2020,POL,0.0482056468132784
2021,POL,0.0534005273466391
2022,POL,0.0458906138894781
2019,MEX,8.942
2020,MEX,8.545
2021,MEX,8.776
2022,MEX,8.707
2023,MEX,8.367
2019,EU19OECD,6.484
2020,EU19OECD,6.802
2021,EU19OECD,6.959
2022,EU19OECD,7.249
2023,EU19OECD,7.696
2019,ISR,12.05
2020,ISR,11.938
2021,ISR,11.836
2022,ISR,11.394
2023,ISR,11.138
2019,ARG,3.81510459303524
2020,ARG,3.26691774551793
2021,ARG,3.22468764076518
2019,KOR,10.547
2020,KOR,9.71
2021,KOR,8.951
2022,KOR,9.497
2023,KOR,7.659
2021,MLT,1.246
2022,MLT,0.268
2019,ISL,7.49
2020,ISL,7.794
2021,ISL,8.394
2022,ISL,8.252
2023,ISL,7.876
2019,MLT,15.65
2020,MLT,10.128
2021,MLT,12.114
2022,MLT,13.5
2023,MLT,14.247
2019,RUS,5.576
2020,RUS,5.752
2021,RUS,5.87
2022,RUS,5.972
2019,IND,5.586
2020,IND,5.714
2021,IND,5.729
2022,IND,5.765
2023,IND,5.723
2019,CHL,0.187
2020,CHL,0.114
2021,CHL,0.194
2022,CHL,0.251
2023,CHL,0.188
2019,CAN,8.038
2020,CAN,8.093
2021,CAN,8.161
2022,CAN,8.153
2023,CAN,8.069
2019,LTU,9.465
2020,LTU,9.345
2021,LTU,8.79
2022,LTU,8.14
2023,LTU,7.479
2019,MEX,5.202
2020,MEX,4.897
2021,MEX,5.779
2022,MEX,5.541
2023,MEX,5.141
2022,SVN,0.525
2023,SVN,0.118
2019,CHL,4.85062156100497
2020,CHL,3.99574783318645
2021,CHL,4.16132908699642
2022,CHL,4.26326086585761
2019,CYP,11.749
2020,CYP,10.887
2021,CYP,10.915
2022,CYP,11.487
2023,CYP,11.593
2019,HRV,0.137
2020,HRV,0.1
2021,HRV,0.139
2022,HRV,0.092
2023,HRV,0.188
2019,FIN,11.285
2020,FIN,11.399
2021,FIN,11.337
2022,FIN,11.273
2023,FIN,11.038
2019,TUR,7.53
2020,TUR,7.656
2021,TUR,7.83
2022,TUR,8.062
2023,TUR,8.371
2019,G7,12.996
2020,G7,12.713
2021,G7,12.429
2022,G7,12.382
2023,G7,13.004
2019,ESP,9.058
2020,ESP,9.055
2021,ESP,9.044
2022,ESP,9.053
2023,ESP,9.056
2019,MLT,15.092
2020,MLT,15.633
2021,MLT,15.796
2022,MLT,15.971
2023,MLT,16.256
2019,EU19OECD,11.428
2020,EU19OECD,11.729
2021,EU19OECD,11.889
2022,EU19OECD,11.937
2023,EU19OECD,11.924
2019,CYP,10.179
2020,CYP,10.596
2021,CYP,9.978
2022,CYP,9.82
2023,CYP,9.919
2019,IRL,7.426
2020,IRL,7.388
2021,IRL,7.285
2022,IRL,7.423
2023,IRL,7.442
2019,CHL,10.133
2020,CHL,10.186
2021,CHL,9.988
2022,CHL,9.828
2023,CHL,9.758
2019,CZE,9.126
2020,CZE,8.922
2021,CZE,8.844
2022,CZE,8.529
2023,CZE,8.627
2019,AUS,20.555
2020,AUS,21.061
2021,AUS,21.629
2022,AUS,21.884
2023,AUS,21.921
2019,NZL,1.952
2020,NZL,2.178
2021,NZL,2.333
2022,NZL,2.106
2023,NZL,2.155
2019,CZE,8.905
2020,CZE,7.045
2021,CZE,8.631
2022,CZE,12.359
2023,CZE,11.909
2021,DNK,0.243
2022,DNK,0.239
2023,DNK,0.234
2019,KOR,3.068
2020,KOR,3.556
2021,KOR,3.408
2022,KOR,3.454
2023,KOR,4.31
2019,RUS,0.106
2020,RUS,0.086
2021,RUS,0.067
2022,RUS,0.065
2019,IND,9.881
2020,IND,9.826
2021,IND,9.729
2022,IND,10.107
2023,IND,10.088
2019,E,0.0581180618298824
2020,E,0.0873961542721921
2021,E,0.0731683612059447
2022,E,0.104307347009523
2019,ROU,4.34
2020,ROU,4.198
2021,ROU,4.169
2022,ROU,4.21
2023,ROU,4.394
2019,MLT,12.631
2020,MLT,8.044
2021,MLT,9.286
2022,MLT,8.935
2023,MLT,14.275
2019,RUS,0.106
2020,RUS,0.086
2021,RUS,0.068
2022,RUS,0.067
2019,ARG,12.015
2020,ARG,12.24
2021,ARG,12.127
2022,ARG,11.767
2023,ARG,12.177
2019,MLT,10.125
2020,MLT,10.734
2021,MLT,10.629
2022,MLT,11.032
2023,MLT,10.767
2019,EU22OECD,11.177
2020,EU22OECD,11.506
2021,EU22OECD,11.632
2022,EU22OECD,11.686
2023,EU22OECD,11.705
2019,LUX,13.767
2020,LUX,13.863
